Courier-5,41.0050992841806,28.653781414032
Courier-5,41.0049778361355,28.6541247367859
Courier-5,41.0048482913073,28.6548113822937
Courier-5,41.005107380709,28.6551547050476
Courier-5,41.005747003308,28.6555409431458
Courier-5,41.0061032461144,28.6557877063751
Courier-5,41.0065404505628,28.6560559272766
Courier-5,41.0067752443472,28.6561846733093
Courier-5,41.0072448294061,28.6565065383911
Courier-5,41.0078439503125,28.6569142341614
Courier-5,41.0080868356147,28.6570644378662
Courier-5,41.008321623889,28.6572790145874
Courier-5,41.0081677971831,28.6578905582428
Courier-5,41.0079653930755,28.6583197116852
Courier-5,41.007868238883,28.6585557460785
Courier-5,41.0073662732733,28.6584806442261
Courier-5,41.0070910001864,28.6583840847015
Courier-5,41.0067590516993,28.6584162712097
Courier-5,41.0065161615029,28.6583197116852
Courier-5,41.0063380414566,28.6580944061279
Courier-5,41.0062408848647,28.6580836772919
Courier-5,41.0062327884756,28.6581909656525
Courier-5,41.0063380414566,28.6582660675049
Courier-5,41.0061680173268,28.6580300331116
Courier-5,41.0060789568933,28.6582338809967
Courier-5,41.0060789568933,28.6584484577179
Courier-5,41.0067509553738,28.6587917804718
Courier-5,41.0069938447047,28.6587703227997
Courier-5,41.0073662732733,28.6587703227997
Courier-5,41.0075686792212,28.658834695816
Courier-5,41.0077225073257,28.6588668823242
Courier-5,41.0076982187015,28.6592638492584
Courier-5,41.0074310432443,28.6592102050781
Courier-5,41.0069533632117,28.6592102050781
Courier-5,41.0065485469142,28.6593067646027
Courier-5,41.0057308104074,28.6592638492584
Courier-5,41.0054798199394,28.6592531204224
Courier-5,41.0051154772364,28.6592531204224
Courier-5,41.0046701667527,28.6592531204224
Courier-5,41.0042329498957,28.6593067646027
Courier-5,41.0039171803616,28.6593067646027
Courier-5,41.0034313781241,28.6593282222748
Courier-5,41.0027755394229,28.6592102050781
Courier-5,41.0022411475075,28.6591029167175
Courier-5,41.0017229451484,28.6590600013733
Courier-5,41.0011156715738,28.6588132381439
Courier-5,41.0012452237392,28.6580729484558
Courier-5,41.0015205212453,28.6573326587677
Courier-5,41.0016824604175,28.6570429801941
Courier-5,41.0025893124291,28.6576330661774
Courier-5,41.0030508305367,28.6580085754395
Courier-5,41.0042248532599,28.6587381362915
Courier-5,41.0044272688569,28.6585664749146
Courier-5,41.0046458770034,28.657740354538
Courier-5,41.0049697395912,28.657922744751
Courier-5,41.0054150480505,28.6582446098328
Courier-5,41.0055688811826,28.6583411693573
Courier-5,41.0055203023376,28.6588132381439
Courier-5,41.0062246920855,28.6590170860291
Courier-5,41.0062084993023,28.6584270000458
Courier-5,41.0061923065151,28.6582124233246
Courier-5,41.0060708604843,28.6581158638
Courier-5,41.0062004029092,28.658105134964
Courier-5,41.0062327884756,28.6581265926361
